0.0,0.6666666666666666,"[('sarah flower', 'the typical western diet is heavily processed and sugar ridden', {'relation': 'says'})]","[('sarah flower', 'the typical western diet is heavily processed and sugar ridden', {'relation': 'says'})]"
0.5237103277921598,1.0,"[('diet', 'clean, fresh and unprocessed foods', {'relation': 'rich in'}), ('diet', 'enough nutrients', {'relation': 'should provide'})]","[('diet', 'clean, fresh and unprocessed foods', {'relation': 'rich in'})]"
0.9166666666666666,1.0,"[('sarah flower', 'we are still not doing enough', {'relation': 'believes'})]","[('sarah flower', 'we are still not doing enough to eat unprocessed and raw foods', {'relation': 'believes'})]"
0.0,1.0,"[('aidy boothroyd', 'man in charge of under 20s', {'relation': 'will be'})]","[('aidy boothroyd', 'man in charge of under 20s', {'relation': 'is'})]"
0.0,1.0,"[('toulon tournament', 'may 27 to june 7', {'relation': 'runs from'})]","[('toulon tournament', 'may 27 to june 7', {'relation': 'runs from'})]"
0.0,1.0,"[(""gareth southgate's squad"", 'fourth last may', {'relation': 'finished'})]","[(""gareth southgate's squad"", 'fourth last may', {'relation': 'finished'})]"
0.3291796067500631,1.0,"[('chiropractor', 'state license', {'relation': 'surrendered'}), ('chiropractor', 'swapping services for sex', {'relation': 'admitted'}), ('chiropractor', 'exorcisms on patients', {'relation': 'performed'})]","[('charles manuel', 'state license', {'relation': 'surrendered'}), ('charles manuel', 'exorcisms on patients', {'relation': 'performed'}), ('circumstances', 'swapping services for sex', {'relation': 'included'})]"
0.0,0.3333333333333333,"[('manuel', 'patients stop taking medication', {'relation': 'recommended'}), ('manuel', 'chiropractic in the state', {'relation': 'can resume practicing'})]","[('manuel', 'patients stop taking medication', {'relation': 'recommended'}), ('manuel', 'chiropractic in the state', {'relation': 'admitted'})]"
0.0,1.0,"[('disgraced chiropractor', 'five out of five stars in patient satisfaction', {'relation': 'received'})]","[('disgraced chiropractor', 'five out of five stars in patient satisfaction', {'relation': 'received'})]"
0.41666666666666663,1.0,"[('new england patriots', 'seattle seahawks', {'relation': 'beat'}), ('new england patriots', 'super bowl xlix', {'relation': 'won'}), ('super bowl xlix', 'glendale, arizona', {'relation': 'took place in'}), ('super bowl xlix', 'tom brady', {'relation': 'achieved'}), ('tom brady', 'mvp for the third time', {'relation': 'named'})]","[('new england patriots', 'seattle seahawks', {'relation': 'beat'}), ('new england patriots', 'super bowl xlix', {'relation': 'won'}), ('super bowl xlix', 'february', {'relation': 'took place in'}), ('super bowl xlix', 'tom brady', {'relation': 'achieved'}), ('tom brady', 'mvp for the third time', {'relation': 'named'})]"
0.0,1.0,"[('patriots', ""prior family commitments were the reason why brady didn't attend"", {'relation': 'said'})]","[('patriots', ""prior family commitments were the reason why brady didn't attend"", {'relation': 'said'})]"
0.5527864045000421,0.0,"[('president', 'senator', {'relation': 'was a'}), ('president', '12 super bowl touchdown passes', {'relation': 'has'}), ('president', 'completions on 37', {'relation': 'has'})]","[('barack obama', 'tom brady in 2005 when he was a senator', {'relation': 'met'}), ('tom brady', '12 super bowl touchdown passes', {'relation': 'has'}), ('tom brady', 'completions on 37', {'relation': 'has'})]"
0.0,1.0,"[('cnn heroes 2015', 'are open', {'relation': 'nominations'})]","[('cnn heroes 2015', 'are open', {'relation': 'nominations'})]"
0.6111111111111112,0.0,"[('doyne', 'women and children', {'relation': 'met'}), ('doyne', 'nepal', {'relation': 'is in'})]","[('doyne', 'women and children suffering in nepal', {'relation': 'saw'}), ('doyne', 'nepal', {'relation': 'lives in'})]"
0.0,0.3333333333333333,"[(""kopila valley children's home"", 'about 50 children', {'relation': 'is home to'})]","[(""kopila valley children's home"", 'about 50 children', {'relation': 'is home to'})]"
0.0,1.0,"[('lyndey milan', 'aldi', {'relation': 'teamed up with'}), ('lyndey milan', 'easter lunch recipes', {'relation': 'created'}), ('easter lunch recipes', 'six people', {'relation': 'feed'}), ('easter lunch recipes', 'less than $6 each', {'relation': 'cost'})]","[('lyndey milan', 'aldi', {'relation': 'teamed up with'}), ('lyndey milan', 'easter lunch recipes', {'relation': 'created'}), ('easter lunch recipes', 'six people', {'relation': 'feed'}), ('easter lunch recipes', 'less than $6 each', {'relation': 'cost'})]"
0.5,1.0,"[('lyndey', 'hot cross bun and easter egg bread & butter pudding with almond praline came in at $2 per person', {'relation': 'says'})]","[('lyndey milan', 'hot cross bun and easter egg bread & butter pudding with almond praline came in at $2 per person', {'relation': 'says'})]"
0.0,1.0,"[('home cook icon', 'skills to the test', {'relation': 'put'})]","[('home cook icon', 'skills to the test', {'relation': 'put'})]"
0.22916666666666663,0.6666666666666666,"[('charles', 'heir to the throne', {'relation': 'is'}), ('harold wilson', 'terrorists would target charles', {'relation': 'was convinced'}), ('event', 'july 1, 1969', {'relation': 'took place on'}), ('terrorists', 'welsh nationalists', {'relation': 'campaigning for'})]","[('charles', 'heir to the throne', {'relation': 'is'}), ('harold wilson', 'terrorists would target charles', {'relation': 'was convinced'}), ('event', 'july 1, 1969', {'relation': 'took place on'}), ('welsh nationalists', 'terror attack at investiture ceremony', {'relation': 'planned'})]"
0.0,1.0,"[(""wilson's government"", 'to send officers from the met to wales', {'relation': 'approved plans'}), ('officers from the met', 'a secret unit', {'relation': 'run'})]","[(""wilson's government"", 'to send officers from the met to wales', {'relation': 'approved plans'}), ('officers from the met', 'a secret unit', {'relation': 'run'})]"
0.0,1.0,"[('operation', 'nationalist groups', {'relation': 'targeted'}), ('nationalist groups', 'movement for the defence of wales', {'relation': 'include'})]","[('operation', 'nationalist groups', {'relation': 'targeted'}), ('nationalist groups', 'movement for the defence of wales', {'relation': 'include'})]"
0.6111111111111112,1.0,"[('ap mccoy', 'sandown on saturday', {'relation': 'will race at'}), ('ap mccoy', 'will race at', {'relation': 'retires'})]","[('ap mccoy', 'sandown on saturday', {'relation': 'will race at'}), ('ap mccoy', 'following a successful career', {'relation': 'retires'})]"
