0.0,0.6666666666666666,"[('sarah flower', 'typical western diet is heavily processed and sugar ridden', {'relation': 'says'})]","[('sarah flower', 'typical western diet is heavily processed and sugar ridden', {'relation': 'says'})]"
0.7942622000505442,1.0,"[('diet', 'oily fish', {'relation': 'rich in'}), ('diet', 'whole grains', {'relation': 'rich in'}), ('diet', 'lean protein', {'relation': 'rich in'}), ('diet', 'fruit', {'relation': 'rich in'}), ('diet', 'vegetables', {'relation': 'rich in'}), ('diet', 'enough nutrients', {'relation': 'should provide'})]","[('sarah flower', 'diet rich in oily fish, whole grains, lean protein, fruit and vegetables should provide enough nutrients', {'relation': 'says'}), ('vegetables', 'vitamins', {'relation': 'contain'}), ('diet', 'enough nutrients', {'relation': 'should provide'})]"
0.0,1.0,"[('ms flower', 'not doing enough', {'relation': 'believes'})]","[('ms flower', 'not doing enough', {'relation': 'believes'})]"
0.9166666666666666,1.0,"[('aidy boothroyd', 'under 20s', {'relation': 'will be in charge of'})]","[('aidy boothroyd', 'under 20 team', {'relation': 'will lead'})]"
0.0,1.0,"[('toulon tournament', 'may 27 to june 7', {'relation': 'runs from'})]","[('toulon tournament', 'may 27 to june 7', {'relation': 'runs from'})]"
0.0,1.0,"[(""gareth southgate's squad"", 'fourth', {'relation': 'finished'}), (""gareth southgate's squad"", 'last may', {'relation': 'finished in'})]","[(""gareth southgate's squad"", 'fourth', {'relation': 'finished'}), (""gareth southgate's squad"", 'last may', {'relation': 'finished in'})]"
0.25,1.0,"[('chiropractor', 'iowa', {'relation': 'surrendered license to practice'}), ('chiropractor', 'accepting sex as payment', {'relation': 'admitted to'}), ('chiropractor', 'exorcisms on patients', {'relation': 'performed'})]","[('charles manuel', 'iowa', {'relation': 'surrendered state license'}), ('charles manuel', 'accepting sex as payment', {'relation': 'accused of'}), ('charles manuel', 'exorcisms on patients', {'relation': 'performed'})]"
0.6987679619616454,0.3333333333333333,"[('manuel', 'patients stop taking medication', {'relation': 'recommended'}), ('manuel', 'chiropractic in the state', {'relation': 'can resume practicing'}), ('patients', 'medication', {'relation': 'stop taking'})]","[('manuel', 'patients stop taking medication', {'relation': 'recommended'}), ('manuel', 'state license', {'relation': 'surrendered'})]"
0.5,1.0,"[('disgraced chiropractor', 'five out of five stars in patient satisfaction', {'relation': 'received'})]","[('charles manuel', 'five out of five stars in patient satisfaction', {'relation': 'received'})]"
0.2392742256872693,1.0,"[('new england patriots', 'seattle seahawks', {'relation': 'beat'}), ('new england patriots', 'super bowl xlix', {'relation': 'won'}), ('super bowl xlix', 'glendale, arizona', {'relation': 'held in'}), ('super bowl xlix', 'tom brady', {'relation': 'won'}), ('tom brady', 'mvp', {'relation': 'named as'})]","[('new england patriots', 'super bowl xlix', {'relation': 'won'}), ('super bowl xlix', 'glendale, arizona', {'relation': 'held in'}), ('super bowl xlix', 'tom brady', {'relation': 'won'}), ('tom brady', 'mvp', {'relation': 'named as'})]"
0.2919118071250666,1.0,"[('patriots', ""prior family commitments were the reason why brady didn't attend the visit"", {'relation': 'said'}), ('brady', 'the white house', {'relation': ""didn't attend""}), ('brady', 'prior family commitments', {'relation': 'has'})]","[('patriots', ""prior family commitments were the reason why brady didn't attend the visit"", {'relation': 'said'}), ('brady', 'the white house', {'relation': 'was absent from'})]"
0.2919118071250666,0.0,"[('president', 'senator', {'relation': 'was a'}), ('president', '12 super bowl touchdown passes', {'relation': 'has'}), ('president', 'completions on 37', {'relation': 'has'})]","[('president', 'senator', {'relation': 'was a'}), ('quarterback tom brady', '12 super bowl touchdown passes', {'relation': 'has'}), ('quarterback tom brady', 'completions on 37', {'relation': 'has'})]"
0.0,1.0,"[('cnn heroes', '2015', {'relation': 'nominations are open for'})]","[('cnn heroes', '2015', {'relation': 'nominations are open for'})]"
0.0,0.0,"[('doyne', 'women and children', {'relation': 'met'}), ('doyne', 'nepal', {'relation': 'is in'})]","[('doyne', 'women and children', {'relation': 'met'}), ('doyne', 'nepal', {'relation': 'lives in'})]"
0.5,0.3333333333333333,"[('school', 'about 50 children', {'relation': 'is home to'})]","[(""kopila valley children's home"", 'about 50 children', {'relation': 'is home to'})]"
0.0,1.0,"[('lyndey milan', 'aldi', {'relation': 'teamed up with'}), ('lyndey milan', 'easter lunch recipes', {'relation': 'created'}), ('easter lunch recipes', 'six people', {'relation': 'will feed'}), ('easter lunch recipes', '$6 each', {'relation': 'costs less than'})]","[('lyndey milan', 'aldi', {'relation': 'teamed up with'}), ('lyndey milan', 'easter lunch recipes', {'relation': 'created'}), ('easter lunch recipes', 'six people', {'relation': 'will feed'}), ('easter lunch recipes', '$6 each', {'relation': 'costs less than'})]"
0.33333333333333337,1.0,"[('lyndey', 'hot cross bun and easter egg bread & butter pudding', {'relation': 'created'}), ('hot cross bun and easter egg bread & butter pudding', '$2 per person', {'relation': 'cost'})]","[('lyndey milan', 'hot cross bun and easter egg bread & butter pudding', {'relation': 'created'}), ('hot cross bun and easter egg bread & butter pudding', '$2 per person', {'relation': 'cost'})]"
0.0,1.0,"[('home cook icon', 'test', {'relation': 'put skills to'})]","[('home cook icon', 'test', {'relation': 'put skills to'})]"
0.0,0.6666666666666666,"[('charles', 'welsh nationalists', {'relation': 'was targeted by'}), ('harold wilson', 'terrorists would target charles', {'relation': 'was convinced'}), ('event', 'july 1, 1969', {'relation': 'took place on'}), ('nation', 'heir to the throne', {'relation': 'was focused on'})]","[('charles', 'welsh nationalists', {'relation': 'was targeted by'}), ('harold wilson', 'terrorists would target charles', {'relation': 'was convinced'}), ('event', 'july 1, 1969', {'relation': 'took place on'}), ('nation', 'heir to the throne', {'relation': 'was focused on'})]"
0.0,1.0,"[(""wilson's government"", 'officers from the met', {'relation': 'approved plans to send'}), ('officers from the met', 'a secret unit', {'relation': 'to run'})]","[(""wilson's government"", 'officers from the met', {'relation': 'approved plans to send'}), ('officers from the met', 'a secret unit', {'relation': 'to run'})]"
0.0,1.0,"[('operation', 'nationalist groups', {'relation': 'targeted'}), ('nationalist groups', 'movement for the defence of wales', {'relation': 'are'})]","[('operation', 'nationalist groups', {'relation': 'targeted'}), ('nationalist groups', 'movement for the defence of wales', {'relation': 'include'})]"
0.0,1.0,"[('ap mccoy', 'sandown', {'relation': 'will race at'}), ('ap mccoy', 'retires', {'relation': 'last race before'})]","[('ap mccoy', 'sandown', {'relation': 'will race at'}), ('ap mccoy', 'retires', {'relation': 'last race before'})]"
0.5,0.6666666666666666,"[('cheltenham gold cup winner', 'sandown', {'relation': 'has rides at'})]","[('ap mccoy', 'sandown', {'relation': 'has rides at'})]"
0.5,0.6666666666666666,"[('jockey', 'professional racing', {'relation': 'retires from'})]","[('ap mccoy', 'professional racing', {'relation': 'retires from'})]"
0.625,0.6666666666666666,"[('alan pardew', 'selhurst park', {'relation': 'has no immediate plans to leave'}), ('alan pardew', 'crystal palace', {'relation': 'is manager of'}), ('crystal palace', 'table-topping side', {'relation': 'is a'})]","[('alan pardew', 'selhurst park', {'relation': 'has no immediate plans to leave'}), ('alan pardew', 'crystal palace', {'relation': 'is manager of'}), ('crystal palace', 'six out of 10 league games', {'relation': 'won'})]"
0.0,1.0,"[('crystal palace', 'six out of 10 league games', {'relation': 'won'})]","[('crystal palace', 'six out of 10 league games', {'relation': 'won'})]"
0.0,0.6666666666666666,"[('alan pardew', 'many premier league managers', {'relation': 'believes he is better than'})]","[('alan pardew', 'many premier league managers', {'relation': 'insists he is better than'})]"
0.3666666666666667,1.0,"[('warren sapp', 'paid for oral sex', {'relation': 'admitted'}), ('warren sapp', '$600 on the table', {'relation': 'put'}), ('warren sapp', 'everyone got naked', {'relation': 'said'}), ('warren sapp', 'hotel room', {'relation': 'was in'})]","[('warren sapp', 'paid for oral sex', {'relation': 'admitted'}), ('warren sapp', '$600 on the table', {'relation': 'put'}), ('warren sapp', 'everyone got naked', {'relation': 'said'}), ('warren sapp', 'renaissance hotel', {'relation': 'was in'})]"
0.0,1.0,"[('warren sapp', 'phoenix', {'relation': 'was arrested in'}), ('warren sapp', 'soliciting prostitution', {'relation': 'was charged with'}), ('warren sapp', 'two counts of assault', {'relation': 'was charged with'}), ('warren sapp', 'paying for oral sex', {'relation': 'admitted to'}), ('warren sapp', 'britney osbourne', {'relation': 'was arrested along with'}), ('warren sapp', 'quying boyd', {'relation': 'was arrested along with'}), ('britney osbourne', '23 years old', {'relation': 'is'}), ('quying boyd', '23 years old', {'relation': 'is'}), ('incident', 'renaissance hotel', {'relation': 'took place at'}), ('incident', 'february 2', {'relation': 'occurred on'})]","[('warren sapp', 'phoenix', {'relation': 'was arrested in'}), ('warren sapp', 'soliciting prostitution', {'relation': 'was charged with'}), ('warren sapp', 'two counts of assault', {'relation': 'was charged with'}), ('warren sapp', 'paying for oral sex', {'relation': 'admitted to'}), ('warren sapp', 'britney osbourne', {'relation': 'was arrested along with'}), ('warren sapp', 'quying boyd', {'relation': 'was arrested along with'}), ('britney osbourne', '23 years old', {'relation': 'is'}), ('quying boyd', '23 years old', {'relation': 'is'}), ('incident', 'renaissance hotel', {'relation': 'took place at'}), ('incident', 'february 2', {'relation': 'occurred on'})]"
